SiteID,SiteId_DC,FieldDate,FieldTime,co2ppm,ch4ppm,wt.x,ph,ch4c_µgl,hco3_moll,dic_mgl,pco2_µatm,co2c_mgl,Timestamp,Date,date,month_day,wt.y,wt_filled,,SampleID
57,DC4,2019-12-12,NA,2929.152547,18.66226886,NA,4.11,39.56523242,2.51714509133177e-08,6.151396797,NA,NA,2019-12-12,2019-12-12,2019-12-12,12-Dec,NA,2,,DC4 2019-12-12
57,DC4,2019-11-20,1899-12-31 09:40:00,2045.251467,7.380203697,NA,4.07,15.64651527,1.75757138223681e-08,4.295151284,NA,NA,2019-11-20 09:40,2019-11-20,2019-11-20,20-Nov,NA,2,,DC4 2019-11-20
57,DC4,2022-05-16,1899-12-31 15:32:00,1604,4.03,NA,4.28,8.543863979,1.37838527073649e-08,3.368496623,NA,NA,2022-05-16 15:32,2022-05-16,2022-05-16,16-May,8.536229167,8.536229167,,DC4 2022-05-16
57,DC4,2021-05-25,1899-12-31 13:20:00,1815.489374,NA,NA,4.1,NA,1.56012706482238e-08,3.812637048,NA,NA,2021-05-25 13:20,2021-05-25,2021-05-25,25-May,8.449447917,8.449447917,,DC4 2021-05-25
57,DC4,2022-02-09,1899-12-31 12:54:00,7737,195.37,NA,4.29,414.1971974,6.64873244369589e-08,16.24816607,NA,NA,2022-02-09 12:54,2022-02-09,2022-02-09,09-Feb,NA,2,,DC4 2022-02-09
57,DC4,2020-11-03,1899-12-31 09:50:00,1345.213866,0.855122389,NA,3.93,1.812915478,1.15599936374598e-08,2.825030154,NA,NA,2020-11-03 09:50,2020-11-03,2020-11-03,03-Nov,NA,2,,DC4 2020-11-03
57,DC4,2021-07-07,1899-12-31 09:49:00,9288.703498,540.7743198,NA,3.97,1146.476981,7.98217711085606e-08,19.50683689,NA,NA,2021-07-07 09:49,2021-07-07,2021-07-07,07-Jul,17.42291667,17.42291667,,DC4 2021-07-07
57,DC4,2021-04-29,1899-12-31 13:28:00,1303.896062,NA,NA,4.17,NA,1.12049322071401e-08,2.738260275,NA,NA,2021-04-29 13:28,2021-04-29,2021-04-29,29-Apr,NA,2,,DC4 2021-04-29
57,DC4,2021-08-03,1899-12-31 09:55:00,2022.071609,32.18884482,NA,3.99,68.24245951,1.73765194689912e-08,4.246472187,NA,NA,2021-08-03 09:55,2021-08-03,2021-08-03,03-Aug,12.36458333,12.36458333,,DC4 2021-08-03
57,DC4,2022-05-06,1899-12-31 12:34:00,1873,1.62,NA,4.37,3.434506116,1.60954838658943e-08,3.933412827,NA,NA,2022-05-06 12:34,2022-05-06,2022-05-06,06-May,NA,2,,DC4 2022-05-06
57,DC4,2021-04-08,1899-12-31 11:14:00,1689.932161,NA,NA,4.1,NA,1.45223042344457e-08,3.548959338,NA,NA,2021-04-08 11:14,2021-04-08,2021-04-08,08-Apr,NA,2,,DC4 2021-04-08
57,DC4,2021-06-21,1899-12-31 12:45:00,1335.110794,1.895009528,NA,4.08,4.017544328,1.14731736512353e-08,2.803813094,NA,NA,2021-06-21 12:45,2021-06-21,2021-06-21,21-Jun,11.2196875,11.2196875,,DC4 2021-06-21
57,DC4,2021-11-24,1899-12-31 13:17:00,5154.403667,16.03511963,NA,4.18,33.99550396,4.42939781448227e-08,10.8245582,NA,NA,2021-11-24 13:17,2021-11-24,2021-11-24,24-Nov,NA,2,,DC4 2021-11-24
57,DC4,2021-07-19,1899-12-31 11:46:00,1754.874142,9.791578767,NA,3.99,20.75878837,1.50803782388903e-08,3.68534141,NA,NA,2021-07-19 11:46,2021-07-19,2021-07-19,19-Jul,13.2303125,13.2303125,,DC4 2021-07-19
57,DC4,2021-10-12,NA,1483.085209,5.31185382,NA,4.04,11.26147804,1.27447805955842e-08,3.114568278,NA,NA,2021-10-12,2021-10-12,2021-10-12,12-Oct,6.213916667,6.213916667,,DC4 2021-10-12
57,DC4,2020-08-10,NA,9211.399181,518.0298566,NA,3.84,1098.257229,7.91574623038268e-08,19.34449316,NA,NA,2020-08-10,2020-08-10,2020-08-10,10-Aug,14.09395833,14.09395833,,DC4 2020-08-10
57,DC4,2021-04-20,1899-12-31 14:22:00,1239.656725,NA,NA,4.23,NA,1.06528963275332e-08,2.603353799,NA,NA,2021-04-20 14:22,2021-04-20,2021-04-20,20-Apr,NA,2,,DC4 2021-04-20
57,DC4,2020-04-24,NA,1950.983613,1.016635885,NA,3.95,2.155334669,1.67656301443941e-08,4.097183112,NA,NA,2020-04-24,2020-04-24,2020-04-24,24-Apr,NA,2,,DC4 2020-04-24
57,DC4,2020-11-18,1899-12-31 10:50:00,1602.236174,0.856605348,NA,3.95,1.816059449,1.37686954058885e-08,3.364792483,NA,NA,2020-11-18 10:50,2020-11-18,2020-11-18,18-Nov,NA,2,,DC4 2020-11-18
57,DC4,2021-09-01,1899-12-31 13:35:00,2447.269289,52.31983064,NA,3.98,110.9214681,2.10304235789216e-08,5.139412928,NA,NA,2021-09-01 13:35,2021-09-01,2021-09-01,01-Sep,9.5078125,9.5078125,,DC4 2021-09-01
57,DC4,2023-09-14,NA,2293,55.94,NA,4.21,118.5964643,1.97047221059774e-08,4.815438128,NA,NA,2023-09-14,2023-09-14,2023-09-14,14-Sep,7.389052083,7.389052083,,DC4 2023-09-14
57,DC4,2022-06-21,1899-12-31 11:55:00,1511,7.39,NA,4.14,15.66728407,1.29846642399179e-08,3.173191021,NA,NA,2022-06-21 11:55,2022-06-21,2022-06-21,21-Jun,11.2196875,11.2196875,,DC4 2022-06-21
57,DC4,2022-05-23,1899-12-31 11:32:00,2337,15.18,NA,4.23,32.18259434,2.0082832778748e-08,4.907840778,NA,NA,2022-05-23 11:32,2022-05-23,2022-05-23,23-May,5.60828125,5.60828125,,DC4 2022-05-23
57,DC4,2023-08-30,NA,1782,4.39,NA,4.06,9.30708756,1.53134822472096e-08,3.742307346,NA,NA,2023-08-30,2023-08-30,2023-08-30,30-Aug,10.76010417,10.76010417,,DC4 2023-08-30
57,DC4,2024-09-10,1899-12-31 16:04:00,2106,22.35,NA,4.26,47.383464,1.80977517467023e-08,4.422726863,NA,NA,2024-09-10 16:04,2024-09-10,2024-09-10,10-Sep,8.234291667,8.234291667,,DC4 2024-09-10
57,DC4,2024-07-16,1899-12-31 12:39:00,4340,41.96,NA,4.12,88.95794852,3.72954618141918e-08,9.114261436,NA,NA,2024-07-16 12:39,2024-07-16,2024-07-16,16-Jul,14.88625,14.88625,,DC4 2024-07-16
57,DC4,2021-05-14,1899-12-31 11:45:00,1255.828056,1.056138882,NA,4.15,2.23908361,1.07918634368312e-08,2.637314568,NA,NA,2021-05-14 11:45,2021-05-14,2021-05-14,14-May,7.636947917,7.636947917,,DC4 2021-05-14
57,DC4,2021-05-04,1899-12-31 12:12:00,1486.394074,1.120682953,NA,4.16,2.375921269,1.27732150787686e-08,3.121517095,NA,NA,2021-05-04 12:12,2021-05-04,2021-05-04,04-May,NA,2,,DC4 2021-05-04
57,DC4,2020-08-24,NA,10223.72084,620.1857808,NA,3.94,1314.83448,8.78567719657608e-08,21.47042964,NA,NA,2020-08-24,2020-08-24,2020-08-24,24-Aug,9.710770833,9.710770833,,DC4 2020-08-24
57,DC4,2019-06-18,NA,7066.278162,54.78134322,NA,3.99,116.140036,6.07235270376719e-08,14.8396098,NA,NA,2019-06-18,2019-06-18,2019-06-18,18-Jun,11.61635417,11.61635417,,DC4 2019-06-18
57,DC4,2021-11-10,NA,1616.908058,10.41310493,NA,4.11,22.07646454,1.38947771267666e-08,3.395604322,NA,NA,2021-11-10,2021-11-10,2021-11-10,10-Nov,NA,2,,DC4 2021-11-10
57,DC4,2021-04-27,1899-12-31 16:10:00,1335.483629,1.056072126,NA,4.15,2.238942084,1.14763775749635e-08,2.804596068,NA,NA,2021-04-27 16:10,2021-04-27,2021-04-27,27-Apr,NA,2,,DC4 2021-04-27
57,DC4,2021-12-15,NA,9167.712391,95.11338009,NA,4.23,201.646596,7.87820431829283e-08,19.25274827,NA,NA,2021-12-15,2021-12-15,2021-12-15,15-Dec,NA,2,,DC4 2021-12-15
57,DC4,2021-09-13,1899-12-31 09:51:00,2232.015486,22.54499707,NA,4,47.79687056,1.91806562931439e-08,4.687366974,NA,NA,2021-09-13 09:51,2021-09-13,2021-09-13,13-Sep,8.6948125,8.6948125,,DC4 2021-09-13
57,DC4,2021-10-25,1899-12-31 14:55:00,1388.804186,2.042685596,NA,4.11,4.330627267,1.19345837558043e-08,2.916572451,NA,NA,2021-10-25 14:55,2021-10-25,2021-10-25,25-Oct,2.42840625,2.42840625,,DC4 2021-10-25
57,DC4,2020-12-15,NA,1827.074427,1.419685573,NA,4.05,3.009826408,1.57008259264906e-08,3.836966357,NA,NA,2020-12-15,2020-12-15,2020-12-15,15-Dec,NA,2,,DC4 2020-12-15
57,DC4,2021-05-10,NA,1123.545181,0.872304482,NA,4.21,1.849342642,9.65510055373781e-09,2.359512562,NA,NA,2021-05-10,2021-05-10,2021-05-10,10-May,2.792145833,2.792145833,,DC4 2021-05-10
57,DC4,2021-04-21,1899-12-31 14:24:00,1284.850903,NA,NA,4.21,NA,1.10412690771471e-08,2.698264294,NA,NA,2021-04-21 14:24,2021-04-21,2021-04-21,21-Apr,NA,2,,DC4 2021-04-21
57,DC4,2019-10-10,NA,2008.173762,4.671059511,NA,3.96,9.902952133,1.72570893686685e-08,4.21728587,NA,NA,2019-10-10,2019-10-10,2019-10-10,10-Oct,8.235833333,8.235833333,,DC4 2019-10-10
57,DC4,2023-05-03,1899-12-31 13:51:00,1274,0.71,NA,4.38,1.505246507,1.09480226615853e-08,2.675476744,NA,NA,2023-05-03 13:51,2023-05-03,2023-05-03,03-May,NA,2,,DC4 2023-05-03
57,DC4,2021-08-18,1899-12-31 11:08:00,1698.498371,5.86344256,NA,3.93,12.4308823,1.45959173130464e-08,3.566948895,NA,NA,2021-08-18 11:08,2021-08-18,2021-08-18,18-Aug,12.859375,12.859375,,DC4 2021-08-18
57,DC4,2019-04-21,NA,1755.943031,1.24525873,NA,3.88,2.640030076,1.50895636566395e-08,3.687586142,NA,NA,2019-04-21,2019-04-21,2019-04-21,21-Apr,NA,2,,DC4 2019-04-21
57,DC4,2021-03-17,1899-12-31 12:51:00,1839.185241,NA,NA,4.29,NA,1.58048992873243e-08,3.862399795,NA,NA,2021-03-17 12:51,2021-03-17,2021-03-17,17-Mar,NA,2,,DC4 2021-03-17
57,DC4,2021-02-17,1899-12-31 12:32:00,1897.757711,NA,NA,4.18,NA,1.63082373842118e-08,3.985405512,NA,NA,2021-02-17 12:32,2021-02-17,2021-02-17,17-Feb,NA,2,,DC4 2021-02-17
57,DC4,2020-10-07,1899-12-31 13:44:00,2311.718378,3.29578679,NA,3.91,6.98728388,1.98655770688251e-08,4.854747848,NA,NA,2020-10-07 13:44,2020-10-07,2020-10-07,07-Oct,8.714708333,8.714708333,,DC4 2020-10-07
57,DC4,2021-03-31,1899-12-31 09:43:00,1978.090257,1.173843699,NA,4.18,2.488625533,1.69985690455011e-08,4.154108698,NA,NA,2021-03-31 09:43,2021-03-31,2021-03-31,31-Mar,NA,2,,DC4 2021-03-31
57,DC4,2021-05-07,1899-12-31 14:20:00,1212.858388,0.933902343,NA,4.17,1.979934141,1.0422606843366e-08,2.547075676,NA,NA,2021-05-07 14:20,2021-05-07,2021-05-07,07-May,NA,2,,DC4 2021-05-07
57,DC4,2020-12-01,1899-12-31 10:09:00,1964.777808,1.155959283,NA,4.02,2.450709398,1.68841695225655e-08,4.126151754,NA,NA,2020-12-01 10:09,2020-12-01,2020-12-01,01-Dec,NA,2,,DC4 2020-12-01
57,DC4,2021-01-20,1899-12-31 14:26:00,2002.249468,2.008271523,NA,4.13,4.257667177,1.7206179399397e-08,4.204844497,NA,NA,2021-01-20 14:26,2021-01-20,2021-01-20,20-Jan,NA,2,,DC4 2021-01-20
57,DC4,2021-04-13,1899-12-31 15:54:00,1585.634229,NA,NA,4.13,NA,1.36260278414751e-08,3.329927397,NA,NA,2021-04-13 15:54,2021-04-13,2021-04-13,13-Apr,NA,2,,DC4 2021-04-13
57,DC4,2020-10-21,NA,1988.032709,3.040845813,NA,3.99,6.446792309,1.7084008755145e-08,4.174988446,NA,NA,2020-10-21,2020-10-21,2020-10-21,21-Oct,3.345125,3.345125,,DC4 2020-10-21
58,DC1,2021-05-07,1899-12-31 10:34:00,587.5380298,NA,NA,4.96,NA,5.04896363044842e-09,1.233865255,NA,NA,2021-05-07 10:34,2021-05-07,2021-05-07,07-May,NA,2,,DC1 2021-05-07
58,DC1,2024-03-13,1899-12-31 11:23:00,1851,NA,NA,NA,NA,1.5906428529509e-08,3.887211502,NA,NA,2024-03-13 11:23,2024-03-13,2024-03-13,13-Mar,NA,2,,DC1 2024-03-13
58,DC1,2020-11-03,1899-12-31 10:56:00,900.969217,NA,NA,4.6,NA,7.74241083635909e-09,1.892089629,NA,NA,2020-11-03 10:56,2020-11-03,2020-11-03,03-Nov,NA,2,,DC1 2020-11-03
58,DC1,2020-05-13,NA,566.5090755,NA,NA,4.99,NA,4.8682529018225e-09,1.189703184,NA,NA,2020-05-13,2020-05-13,2020-05-13,13-May,8.972541667,8.972541667,,DC1 2020-05-13
58,DC1,2021-11-10,1899-12-31 10:04:00,785.3153498,0.683525539,NA,5.19,1.449118915,6.74854807366699e-09,1.649209541,NA,NA,2021-11-10 10:04,2021-11-10,2021-11-10,10-Nov,NA,2,,DC1 2021-11-10
58,DC1,2019-04-21,1899-12-31 15:37:00,1154.482393,0.499682294,NA,4.55,1.059359195,9.92095714343729e-09,2.42448257,NA,NA,2019-04-21 15:37,2019-04-21,2019-04-21,21-Apr,NA,2,,DC1 2019-04-21
58,DC1,2022-06-21,1899-12-31 13:43:00,806,1,NA,5.21,2.120065503,6.92630005120704e-09,1.692648552,NA,NA,2022-06-21 13:43,2022-06-21,2022-06-21,21-Jun,11.2196875,11.2196875,,DC1 2022-06-21
58,DC1,2022-09-12,1899-12-31 12:51:00,714,8.71,NA,5.82,18.46577054,6.13570500814122e-09,1.499443011,NA,NA,2022-09-12 12:51,2022-09-12,2022-09-12,12-Sep,9.778958333,9.778958333,,DC1 2022-09-12
58,DC1,2020-08-24,NA,1338.329852,NA,NA,5.14,NA,1.15008363817926e-08,2.810573309,NA,NA,2020-08-24,2020-08-24,2020-08-24,24-Aug,9.710770833,9.710770833,,DC1 2020-08-24
58,DC1,2019-06-18,NA,1418.782395,NA,NA,4.86,NA,1.21921992243377e-08,2.979528495,NA,NA,2019-06-18,2019-06-18,2019-06-18,18-Jun,11.61635417,11.61635417,,DC1 2019-06-18
58,DC1,2020-11-18,1899-12-31 13:56:00,895.901745,NA,NA,4.8,NA,7.69886389830986e-09,1.881447632,NA,NA,2020-11-18 13:56,2020-11-18,2020-11-18,18-Nov,NA,2,,DC1 2020-11-18
58,DC1,2022-07-20,1899-12-31 15:02:00,679,6.42,NA,5.3,13.61082053,5.83493515480097e-09,1.425940902,NA,NA,2022-07-20 15:02,2022-07-20,2022-07-20,20-Jul,13.0984375,13.0984375,,DC1 2022-07-20
58,DC1,2021-03-17,1899-12-31 10:18:00,1515.935254,NA,NA,5.26,NA,1.30270749729342e-08,3.183555352,NA,NA,2021-03-17 10:18,2021-03-17,2021-03-17,17-Mar,NA,2,,DC1 2021-03-17
58,DC1,2020-12-01,1899-12-31 11:11:00,958.1898707,NA,NA,4.93,NA,8.23413219684089e-09,2.012256449,NA,NA,2020-12-01 11:11,2020-12-01,2020-12-01,01-Dec,NA,2,,DC1 2020-12-01
58,DC1,2022-04-29,1899-12-31 10:03:00,792,NA,NA,5.25,NA,6.80599210987094e-09,1.663247709,NA,NA,2022-04-29 10:03,2022-04-29,2022-04-29,29-Apr,NA,2,,DC1 2022-04-29
58,DC1,2022-05-16,1899-12-31 13:40:00,516,NA,NA,5.31,NA,4.43420698067349e-09,1.083631083,NA,NA,2022-05-16 13:40,2022-05-16,2022-05-16,16-May,8.536229167,8.536229167,,DC1 2022-05-16
58,DC1,2020-10-07,1899-12-31 15:00:00,1153.929689,NA,NA,4.54,NA,9.91620752658894e-09,2.423321859,NA,NA,2020-10-07 15:00,2020-10-07,2020-10-07,07-Oct,8.714708333,8.714708333,,DC1 2020-10-07
58,DC1,2020-12-15,NA,842.7047528,NA,NA,4.94,NA,7.24171956871897e-09,1.769730744,NA,NA,2020-12-15,2020-12-15,2020-12-15,15-Dec,NA,2,,DC1 2020-12-15
58,DC1,2020-04-30,NA,652.7866521,NA,NA,5.03,NA,5.60967273142406e-09,1.370891292,NA,NA,2020-04-30,2020-04-30,2020-04-30,30-Apr,NA,2,,DC1 2020-04-30
58,DC1,2023-08-30,NA,888,1.89,NA,5.43,4.006923802,7.63096085046135e-09,1.864853492,NA,NA,2023-08-30,2023-08-30,2023-08-30,30-Aug,10.76010417,10.76010417,,DC1 2023-08-30
58,DC1,2020-08-10,NA,1417.940455,NA,NA,5.1,NA,1.21849640808008e-08,2.977760371,NA,NA,2020-08-10,2020-08-10,2020-08-10,10-Aug,14.09395833,14.09395833,,DC1 2020-08-10
58,DC1,2024-05-15,1899-12-31 11:10:00,595,NA,NA,5.49,NA,5.11308750678435e-09,1.249535842,NA,NA,2024-05-15 11:10,2024-05-15,2024-05-15,15-May,7.19575,7.19575,,DC1 2024-05-15
58,DC1,2022-05-23,1899-12-31 09:58:00,506,NA,NA,5.36,NA,4.34827273686199e-09,1.062630481,NA,NA,2022-05-23 09:58,2022-05-23,2022-05-23,23-May,5.60828125,5.60828125,,DC1 2022-05-23
